"name","orgininalName","cas","dcb","code","pharmacy"
acidum phosphoricum homeo,acidum phosphoricum homeo,,,6151,b
acidum uricum ho,acidum uricum ho,,,11161,c
acidum uricum homeo,acidum uricum homeo,,,6162,b
acne control,acne control,,,10809,b
acne control,acne control,,,9456,c
acne control (s),acnebiol,,,5512,a
acne less,acne less,,,13307,b
acnebiol,acnebiol,,,38968,a
acnebiol,acnebiol,,,3292,b
acnebiol (sinonimo) **,sebonormine,,,7731,c
acnebiol biotec,acnebiol biotec,,,9644,c
acnelles ,anti acne complex acabou,,,9000,a
acneol sr,acneol sr,,,12502,b
acneside,acnebiol,,,12770,a
acneside,acnebiol,,,9928,b
acnulight (biodiversite),acnulight (biodiversite),,,14426,b
aconiti radix descontinuado,aconiti radix descontinuado,,,11281,c
aconitum carmichaeli debx,higenamine,,,10845,b
aconitum homeo,aconitum homeo,,,3283,b
aconitum napellus ho,aconitum napellus ho,,,4479,c
aconitum napellus homeo,aconitum napellus homeo,,,6184,b
acqua bomb,base aqua bomb,,,14994,b
acquabio,acquabio,,,12379,b
acromaxyl,achromaxyl,,,10232,b
acrycoat l-100,reaphol l 100 (fagron) sob enc,"25086151",,8389,a
actaea racemosa,cimicifuga ext seco,"84776261","10252",12506,a
actaea racemosa homeo,actaea racemosa homeo,,,3835,b
actaea racemosa tm,actaea racemosa tm,,,6410,b
actaea spicata homeo,actaea spicata homeo,,,6187,b
actea racemosa,black cohosh,,,8200,b
actea racemosa ho,actea racemosa ho,,,11050,c
acth homeo,acth homeo,,,10035,b
acticinol,acticinol,,,9415,b
actifcol,actifcol,,,13994,b
actificol,actificol,,,9703,c
actiglucan,pp2,"9042824",,6386,a
actiglucan,actiglucan,,,10523,c
actiglucan(pharmanostr),actiglucan(pharmanostr),,,9216,b
actigym acabou,actigym acabou,,,9160,a
actigyn,creme calendullare,,,8655,c
actiipid  uso externo,ceramide uso externo 27/07/21,,,4619,a
actinidia deliciosa,proaktin,,,13728,b
activ amp ,gynostemma pentaphylum,,,12507,a
active cassis extract 30%,groselha negra,,,11385,b
active cassis extract30% acabo,groselha negra acabou,,,10931,a
active egcg,epigalo catequina galato sob e,,,12363,a
active egcg 95%,active egcg 95%,,,11131,b
active olea,oli-ola,,,10400,b
active sweet acabou,canela ext seco acabou,,,11097,a
active sweet wood,cinnamon,,,9615,b
active sweet wood ext acabou,canela ext seco acabou,,,11098,a
activespheres c,vit c topica,,,2488,b
activespheres c (vcpmg),vc-pmg mp,"114040312",,11019,a
activespheres vitc(s) ,thalaspheres vit c,"94945047",,11606,a
actiwhite,actiwhite,,,11729,c
actrisave,actrisave,,,12194,b
actrisave,actrisave,,,7080,c
actrisave (galena) sob enc,actrisave (galena) sob enc,,,11705,a
acucar,acucar,,,60240,b
acucar  ,sacarose,"57501","07854",72606,a
acucar invertido,xarope veterinario,,,7979,c
acucar leite  ,lactose monohidratada acabou,"5989811","05146",18004,a
acucar leite,lactose,,,18004,b
ad  uso externo,agua purificada,"7732185","09879",12847,a
ad p/ hidroxido potassio,agua purificada,"7732185","09879",13353,a
adapaleno,adapaleno,"106685409","00410",39587,a
adapaleno,adapaleno,"106685409","00410",5761,c
adapaleno,adapaleno dil 1/10,,,4036,b
adapaleno dil 1/10,adapaleno dil 1/10,,,4035,b
adaptador 16mm (vidro r.24mm),adaptador oralpack rosca 24,,,10971,a
adaptador 19mm (pet r.24mm),adaptador oralpack rosca 24,,,13726,a
adaptador dosadora 22mm pet 28,adaptador oralpack rosca 28,,,11579,a
adaptador oral 22 rosca 28mm,adaptador oral 22 rosca 28mm,,,8878,b
adaptador oral rosca 24 pet,adaptador oralpack rosca 24,,,13725,a
adaptador oralpack rosca 24,adaptador oralpack rosca 24,,,3490,a
adaptador oralpack rosca 28,adaptador oralpack rosca 28,,,3491,a
adaptador seringa dosadora 10m,adaptador seringa dosadora 10m,,,10041,c
adaptador seringa dosadora 11m,adaptador seringa dosadora 10m,,,10042,c
adenin,adenin,,,4800,c
adenin,adenin,,,76510,b
adenin 10/03/21,adenin,,,6692,a
adenin acabou,adenin,,,6692,a
adenoide homeo,adenoide homeo,,,6190,b
adenosina,adenosina,"58617","00419",6725,c
adenosina base uso externo,adenosina base uso externo,,,8360,b
adermina,piridoxina,,,67039,b
adifyline,adifyline,,,6526,c
adipo trap,adipo trap,,,6605,c
adipo trap,adipo trap,,,10915,b
adipoff,adipoff,,,9810,c
adipofill,adipofill,,,9349,b
adipofill polytechno acabou,adipofill polytechno acabou,,,10635,a
adipogen,adipogen,,,10489,b
adipogen,adipogen,,,8886,c
adipol,adipol,,,10985,b
adipol (corpo),adipol (corpo),,,66771,a
adipol (corpo) acabou,adipol (corpo),,,66771,a
adipol nao pode com ac. retin ,adipol (corpo),,,10375,a
adiporeguline,adiporeguline,,,12276,b
adiporeguline (s) ,adipol (corpo),,,10380,a
adipotrap,adipo trap,,,8420,c
aditivo 2,silicone 1204,,,8167,b
adlumia fungosa homeo,adlumia fungosa homeo,,,6192,b
adn,colageno liquido,,,71146,b
adonis vernalis,centella  asiatica,,,9763,b
adrenal homeo,adrenal homeo,,,10999,b
adrenocorticotrophin homeo,adrenocorticotrophin homeo,,,6195,b
advantra,citrus aurantium 6%,,,7891,c
advantra z ,citrus aurantium,"68916041",,5542,a
advantra-z,advantra-z,,,76569,b
advasterol ,isoflavona,"574129","11176",12803,a
ae complex ,aquasome ae acabou,,,41002,a
aerosil,aerosil,,,50362,b
aerosil,aerosil 13/08/21,"112926008",,50362,a
aerosil,aerosil,"7631869","09428",5492,c
aesculus carnea,red chestnut *,,,8730,c
aesculus ext seco,castanha india ext seco,,"09892",37598,a
aesculus hipocastanum ,white chestnut *,,,8749,c
aesculus hippo    floral,aesculus hippo    floral,,,3071,b
aesculus hippocastanum,castanha da india ext seco,,,7586,c
aesculus hippocastanum,chestnut bud,,,8694,c
aesculus hippocastanum ext glic.,ext glicol castanha da india,,,7317,c
aesculus hippocastanum ext sec,castanha india ext seco,,"09892",37595,a
aesculus hippocastanum ho,aesculus hippocastanum ho,,,4043,c
aesculus hippocastanum homeo,aesculus hippocastanum homeo,,,7811,b
aesculus hippocastanum tm,aesculus hippocastanum tm,,,8690,b
aesculus hypocastanum,castanha india,,,13067,b
aethusa cynapium homeo,aethusa cynapium homeo,,,6197,b
affron,"crocus sativos 3,5%",,,13696,b
"affron lepticrosalides >3,5%","crocus sativos 3,5%",,,12704,b
afgf,fator crescimento afgf,,,8353,c
afgf,afgf,,,3296,b
afgf ,fator afgf,"106096928",,3594,a
afgf polipetide 11 ,fator afgf,"106096928",,6383,a
agar agar,agar agar,"9002180","09547",50878,a
agar agar,agar agar,,,50878,b
agar agar  po,agar agar  po,"9002180","09547",9697,c
agaricus blasem,agaricus blasem,,,2961,b
agastache mexicana uso topico,rosacalm,,,15435,b
agave floral (mg),agave floral (mg),,,3477,b
agente alcalinizante uso ext.,amp 95,"124685","10910",3224,a
agente perolante,surfax eg,,,65912,b
ageratum floral (mg),ageratum floral (mg),,,6757,b
agmatine,agmatine,,,8897,c
agmatine,agmatine,,,8282,b
agnosideo,agnus castus,,,3181,b
agnus castus,agnus castus,,,80780,b
agnus castus,agnus castus,,,6838,c
agnus castus,agnus castus,,"10768",8471,a
agnus castus ho,agnus castus ho,,,4695,c
agnus castus homeo,agnus castus homeo,,,8318,b
agnus castus tm,agnus castus tm,,,6078,b
agoniada (s) ,melissa,,,8966,a
agoniada tm,plumeria lancifolia tm,,,14001,b
agraphis nutans homeo,agraphis nutans homeo,,,6200,b
agrimonia eupatoria,agrimony  *,,,8684,c
agrimony ,agrimony fl - bach,,,10138,a
agrimony  *,agrimony  *,,,5638,c
agrimony fl - bach,agrimony fl - bach,,,21805,a
agrimony floral (bach),agrimony floral (bach),,,21805,b
agua açai (s) ,ext gl green tea sob enc,"84650602",,10040,a
agua de cacau (s) ,ext gl green tea sob enc,"84650602",,9400,a
agua de coco para creme acabou,ol coco,,,11391,a
agua de melissa 31/03/21,agua de melissa acabou,,,12879,a
agua de melissa acabou,agua de melissa acabou,,,12879,a
agua de pitanga  ,ext glic babosa,,,5234,a
agua de pitanga,frulix tf pitanga,,,1337,b
agua de rosas,agua de rosas,,,75085,b
agua deionizada,agua destilada,,,8987,c
agua destilada,agua destilada,,,6627,c
agua destilada hidr.potassio,agua purificada,"7732185","09879",13403,a
agua destilada nitrato prata,agua purificada,"7732185","09879",13488,a
agua destilada para koh,agua purificada,"7732185","09879",13264,a
agua micelar,agua micelar,,,14912,b
agua micelar,agua micelar acabou,,,12286,a
agua micelar,micellage agua micelar,,,9527,c
agua micelar fornecedor,micellage agua micelar,,,9396,c
agua micelar magistral,micellage agua micelar,,,9395,c
agua mineral,agua mineral,,,9802,b
agua mineral,agua potavel,,,2515,a
agua mineral minalba,agua mineral minalba,,,10919,b
agua oxigenada 120vol*,peroxido hidrogenio *,,,99077,b
agua oxigenada 130vol*,peroxido hidrogenio *,,,59808,b
agua p/ ac acetico hospitalar,agua purificada,"7732185","09879",12106,a
agua p/ fluoreto de sodio,agua purificada,"7732185","09879",12154,a
agua para bochecho,agua para bochecho,,,11868,a
agua para hospitalar,agua purificada,"7732185","09879",12107,a
agua perdizes,agua purificada,,,13152,b
agua potavel,agua potavel,,,19549,a
agua purificada,agua purificada,,,13151,b
agua purificada,agua purificada,"7732185","09879",60021,a
agua purificada,agua destilada,,,8089,c
agua termal,agua termal,,,3912,a
agua thermal,agua thermal fornecedor,,,10084,c
agua thermal fornecedor,agua thermal fornecedor,,,8036,c
agua thermal lavanda wnf 60ml,agua thermal lavanda wnf 60ml,,,5656,b
aguinosin,agnus castus,,,5551,b
aha,alfa mix,,,12042,c
aha,mixed fruit acid,,,2594,b
aha,multi fruit acid 19/07/21,,,6235,a
aha fruit,multi fruit acid 19/07/21,,,6232,a
airless black 50ml,airless black 50ml,,,12900,b
ajidew ni-50 ,pca-na 50%,,,41757,a
ajidew nl50,pca-na,,,2065,b
ajidew zn 100,zincidone,,,12063,a
ajidew zn-100,ajidew zn-100,,,8209,b
ajuga l,turkesterone,,,10770,b
ajuga turkestanica,ajuga turkesterona,,,8430,c
ajuga turkestanica extract,turkesterona,,,11259,a
ajuga turkesterona,ajuga turkesterona,,,7137,c
akba,move,,,14012,b
al 70%,alcool 70%,,,5445,a
al 70º,alcool 70%,,,30935,a
al 96º,al etilico (pc) policia,"64175","00475",58324,a
al 96o,al etilico,,,58324,b
al a 20%,sol capilar 20% p sulfato mino,,,11881,b
al absoluto,al absoluto,,,45068,b
al absoluto,al etilico (pc) policia,"64175","00475",6031,a
al cereais,al cereais,,,50490,a
al cereais,alcool etilico homeo,,,13677,b
al cetilico,al cetilico,,,50465,b
al etilico,al etilico,,,50477,b
al etilico (pc) policia,al etilico (pc) policia,"64175","00475",50477,a
al etilico 70%,al etilico 70%,,,11049,b
al etilico 70%,alcool 70%,,,8448,a
al etilico 90o,al etilico,,,74792,b
al etilico cereais 96º ,al cereais,,,35783,a
al isopropilico,al isopropilico,,,50489,b
al isopropilico (pc),al isopropilico (pc),,,66333,a
al isopropilico (pc) acabou,al isopropilico (pc),,,66333,a
al isopropilico p.a. ,al isopropilico (pc),,,13122,a
al lanolina etoxilado ,solan 50,"61790816",,123,a
al neutro ,al cereais,,,58348,a
al neutro,al cereais,,,58348,b
al neutro 60,al cereais,,,9260,b
al retificado,al etilico,,,530,b
ala,ac tiotico,,,989,b
alamanda (gaia),alamanda (gaia),,,14570,b
alanina,beta alanina,,,8991,c
alanina  beta  sob enc,beta alanina,,,10377,a
alanina - l acabou,alanina - l acabou,"56417","00451",50404,a
alantal,clorhidroxido alantoin,,,8908,b
alantoina,alantoina,"97596","00453",50416,a
alantoina,alantoina,,,50416,b
alantoina,alantoina,,,5519,c
albara,glucomannan,,,68287,b
albatin,alpha arbutim,"84380018",,5938,a
albumina,albumina acabou,,"00463",50428,a
albumina ovo ,albumina acabou,,"00463",20600,a
alc etilico,al etilico (pc) policia,"64175","00475",5345,a
alc isopropilico ,al isopropilico (pc),,,4330,a
alc. de melissa,tint melissa,,,71249,b
alc. melissa,tint melissa,,,71250,b
alca  ,acetil l carnitina,"5080502",,24933,a
alcachofra,ext seco alcachofra,,,3689,b
alcachofra  floral (sg),alcachofra  floral (sg),,,50430,b
alcachofra ext seco,alcachofra  floral (sg),,,5552,b
alcachofra ext seco,ext seco alcachofra,,,3690,b
alcachofra ext seco,alcachofra ext seco,,,4270,c
alcachofra ext seco,alcachofra ext seco,"084012146","09904",33250,a
alcachofra ho,alcachofra ho,,,11515,c
alcachofra liquida acabou,tint alcachofra,,,11847,a
alcachofra p/ caps ,alcachofra ext seco,"084012146","09904",50430,a
alcachofra para biscoito acabo,tint alcachofra,,,11849,a
alcachofra para pasta acabou,tint alcachofra,,,11850,a
alcachofra saint germain,alcachofra saint germain,,,7773,b
alcachofra tint acabou,tint alcachofra,,,11845,a
alcachofra topica acabou,tint alcachofra,,,11846,a
alcacuz,licorice,,,83446,b
alcacuz ext seco,alcacuz ext seco,,,6983,c
alcacuz ext seco ,licorice ext seco 30% acabou,,,7544,a
alcaçuz tm,alcaçuz tm,,,13411,b
alcanfor ,canfora,"76222","01677",9182,a
alcatrao hulha  (consultar ant,coaltar (consultar antes),,,63605,b
alcatrao solucao,lcd,,,5059,a
alcatrao vegetal  (consultar a,coaltar (consultar antes),,,52048,b
alcool,al etilico (pc) policia,"64175","00475",59821,a
alcool,al etilico,,,59821,b
alcool 10% (manip),alcool 10% (manip),,,10862,b
alcool 15%,alcool 15%,,,9791,b
alcool 20% homeo,alcool 20% homeo,,,13386,b
alcool 30% (manip),alcool 30% (manip),,,9514,b
alcool 30% homeopatia,alcool 30% homeopatia,,,10972,c
alcool 5%,alcool 5%,,,9987,b
alcool 70 % (manip),alcool 70 % (manip),,,5253,b
alcool 70%,alcool 70%,,,2824,a
alcool 70%,alcool 70%,,,60100,a
alcool 70%,alcool 70%,,,2601,b
alcool 70% comed,alcool 70% limpeza,,,7951,c
alcool 70% formulas,alcool 70% formulas,,,8090,c
alcool 70% fornecedor,alcool 70% limpeza,,,8268,c
alcool 70% homeopatia,alcool 70% homeopatia,,,10971,c
alcool 70% limpeza,alcool 70% limpeza,,,5626,c
alcool 90,alcool 70 % (manip),,,49979,b
alcool 96  puro,alcool 96  puro,"64175","00475",5426,c
alcool 96% uso interno,alcool 96% uso interno,,,5959,b
alcool 96gl hidratado,alcool 96  puro,"64175","00475",7997,c
alcool 99. etilico absoluto,al etilico (pc) policia,"64175","00475",2596,a
alcool a 20%,sol capilar 20% p sulfato mino,,,11880,b
"alcool absoluto 99,5 gl",alcool 96  puro,"64175","00475",9507,c
alcool anidro,al etilico (pc) policia,"64175","00475",4508,a
"alcool anidro 99,8%","alcool anidro 99,8%",,,11302,c
alcool c-16,al cetilico,,,11723,b
alcool cereais ,al cereais,,,4834,a
alcool cereais,alcool etilico homeo,,,13678,b
alcool cereais puro,alcool cereais puro,,"00475",6397,c
alcool cetilico,alcool cetilico,,,10986,b
alcool cetoestearilico,alcool cetoestearilico,,,1427,b
alcool comercial,alcool 96  puro,"64175","00475",7998,c
alcool de cereais ,al cereais,,,4835,a
alcool dra juliana elias,alcool 70%,,,12497,a
alcool em  micose,alcool 70%,,,12658,a
alcool etilico,al etilico (pc) policia,"64175","00475",2593,a
alcool etilico 96 gl puro,alcool 96  puro,"64175","00475",10137,c
alcool etilico 96 neutro,alcool 96  puro,"64175","00475",10135,c
alcool etilico absoluto,alcool etilico absoluto,,,5040,b
alcool etilico homeo,alcool etilico homeo,,,9847,b
alcool formulas bs,alcool 70% formulas,,,10617,c
alcool gel,alcool gel,,,9226,b
alcool gel 70%,alcool gel 70%,,,10178,c
alcool gel 70% calendula,alcool gel 70% calendula,,,10234,c
alcool isopropilico ,al isopropilico (pc),,,4329,a
alcool isopropilico,alcool isopropilico,,"00476",6333,c
alcool metilico,alcool metilico,,,5987,c
alcool metilico pa ,metanol absoluto pa,,,7709,a
alcool p/ micose,alcool 70%,,,12498,a
alcool unhas dra. juliana elia,alcool 70%,,,12496,a
alcoolato de melissa,tint melissa,,,71237,b
aldactone *,espironolactona *,,,66710,b
aldavine (s) ,complex eye contour 11/08/21,,,9841,a
aldavine (vital),aldavine (vital),,,2477,b
aleanthes viris,zedoaria ext seco,,,16524,b
alecrim extrato glicolico **,alecrim extrato glicolico **,,,5456,c
alecrim po,alecrim po,,,61890,b
alecrim po,alecrim ext seco,,,7930,c
alecrim tintura *,alecrim tintura *,,,6312,c
aleluia floral (mg),aleluia floral (mg),,,6758,b
alendronato ,alendronato sodio,"121268175","00097",1310,a
alendronato de na ,alendronato sodio,"121268175","00097",3006,a
alendronato de sodio ,alendronato sodio,"121268175","00097",3000,a
alendronato de sodio,alendronato de sodio,,,39238,b
alendronato de sodio,"alendronato de sodio feq 1,31",,"00097",7695,c
"alendronato de sodio feq 1,31","alendronato de sodio feq 1,31",,"00097",4495,c
alendronato de sodio trihidrat,"alendronato de sodio feq 1,31",,"00097",8214,c
alendronato na ,alendronato sodio,"121268175","00097",3002,a
alendronato na+ ,alendronato sodio,"121268175","00097",3007,a
alendronato sodico ,alendronato sodio,"121268175","00097",7993,a
alendronato sodio,alendronato sodio,"121268175","00097",36511,a
alfa amilase,alfa amilase,"9000902","09355",1463,a
alfa amilase,alfa amilase,,,6882,c
alfa amilase,alfa amilase,,,76892,b
alfa amilase 50,alfa amilase,"9000902","09355",12846,a
alfa arbutim ,alpha arbutim,"84380018",,4345,a
alfa arbutin,arbutin,"497767",,7515,c
alfa arbutin,alfa arbutin,"84380018",,4646,b
alfa bisabolol,alfa bisabolol,"23089261","05261",10601,a
alfa bisabolol,bisabolol,,,10704,b
alfa bisabolol,alfa bisabolol,,,5087,c
alfa estradiol,alfa estradiol,,,4895,b
alfa estradiol dil 1/100,alfa estradiol dil 1/100,,,13722,b
alfa estradiol mp ext. e oral,alfa estradiol mp ext. e oral,"57910","00510",60638,a
alfa fruit,multi fruit acid 19/07/21,,,6227,a
alfa galactosidase,alfa galactosidase,,,14809,b
alfa galactosidase 10000u/g,alfa galactosidase 10000u/g,,,13401,a
alfa gpc,alfa gpc,,,4252,c
alfa gpc,alfa gpc,,,7958,b
alfa gpc     (s)  ,bitartarato colina,"87672","02579",7679,a
alfa hidroxi acidos,mixed fruit acid,,,2595,b
alfa hidroxi acidos reforcados,alfamix,,,13401,b
alfa hidroxiacidos,multi fruit acid 19/07/21,,,6228,a
alfa lipoico,ac tiotico,,,70956,b
alfa metil dopa,alfa metil dopa,,,59882,b
alfa metil dopa  acabou,metildopa sesquiidrat acabou,"555306","05799",5621,a
alfa metildopa  acabou,metildopa sesquiidrat acabou,"555306","05799",5619,a
alfa metildopa sesquiidratada ,metildopa sesquiidrat acabou,"555306","05799",5623,a
alfa mix,alfa mix,,,9100,c
alfa mix,multi fruit acid 19/07/21,,,12322,a
alfa tocoferol,vit e,,,58890,b
alfa tocoferol oleosa,vitamina e oleosa,"7695912","09341",7500,c
alfa tocoferol p/capsula ,vit e acetato po,"52225204","09341",58890,a
alfa tocoferol para creme,vit e oleo,,,10734,b
alfa tocoferol po,vitamina e po acetato 50%,"52225204","09341",7883,c
alfa tocoferol uso topico,vit e   uso topico,,,22835,a
alface do mar,fucus ext seco,,,1756,b
alface mar po  ,spirulina,,,30841,a
alfafa homeo,alfafa homeo,,,8557,b
alfafa pó (s),spirulina,,,10363,a
alfafa tm,alfafa tm,,,13388,b
alfafa(falta),alfafa(falta),,,70210,b
alfamix,alfamix,,,11350,b
alfamix,alfa mix,,,9375,c
alfamix,multi fruit acid 19/07/21,,,13134,a
alfazema tm,alfazema tm,,,10113,b
alga (uso interno) ,ascophylum nodosum,,,11629,a
alga chondrus crispus,bioarct,,,11426,b
alga marrom ,ascophylum nodosum,,,11628,a
alga marrom,padenactive nutry,,,12922,b
alga marrom,algowhite,,,12859,b
alga undaria pinnatifida+roma,phytogen,,,15385,b
alga vermelha,bioarct,,,8219,b
algas extrato glicolico,algas extrato glicolico,,,6958,c
algas kelp,kelp iodine,,,5501,b
